District,Start Date,Flood_Event
Thrissur,2011-06-05,1
Thrissur,2011-08-28,1
Thrissur,2011-10-21,1
Thrissur,2012-04-24,1
Thrissur,2013-06-08,1
Thrissur,2014-04-10,1
Thrissur,2014-05-03,1
Thrissur,2014-08-01,1
Thrissur,2015-03-03,1
Thrissur,2015-03-13,1
Thrissur,2015-05-03,1
Thrissur,2015-05-07,1
Thrissur,2015-05-10,1
Thrissur,2015-06-08,1
Thrissur,2015-06-19,1
Thrissur,2016-06-16,1
Thrissur,2017-09-18,1
Thrissur,2018-01-08,1
Thrissur,2018-05-29,1
Thrissur,2019-07-18,1
Thrissur,2019-08-08,1
Thrissur,2019-09-08,1
Thrissur,2019-10-08,1
Thrissur,2019-10-21,1
Thrissur,2020-09-20,1
Thrissur,2021-10-02,1
Thrissur,2021-10-11,1
Thrissur,2021-10-12,1
Thrissur,2021-10-17,1
Thrissur,2021-11-10,1
Thrissur,2021-11-14,1
Thrissur,2021-11-15,1
Thrissur,2021-11-17,1
Thrissur,2022-05-17,1
Thrissur,2022-05-20,1
Thrissur,2022-07-16,1
Thrissur,2022-08-02,1
Thrissur,2023-07-23,1
Wayanad,1998-07-02,1
Wayanad,1998-10-10,1
Wayanad,1999-06-07,1
Wayanad,1999-10-18,1
Wayanad,2000-08-22,1
Wayanad,2001-06-15,1
Wayanad,2004-07-07,1
Wayanad,2004-08-03,1
Wayanad,2005-04-06,1
Wayanad,2005-04-15,1
Wayanad,2005-05-02,1
Wayanad,2005-05-29,1
Wayanad,2005-06-01,1
Wayanad,2005-07-07,1
Wayanad,2005-07-22,1
Wayanad,2005-10-02,1
Wayanad,2005-10-07,1
Wayanad,2005-10-08,1
Wayanad,2005-10-22,1
Wayanad,2006-03-05,1
Wayanad,2006-05-27,1
Wayanad,2006-06-01,1
Wayanad,2006-07-01,1
Wayanad,2006-07-04,1
Wayanad,2006-07-05,1
Wayanad,2006-08-13,1
Wayanad,2006-11-04,1
Wayanad,2007-04-21,1
Wayanad,2007-06-07,1
Wayanad,2007-06-10,1
Wayanad,2007-06-22,1
Wayanad,2007-06-28,1
Wayanad,2007-07-02,1
Wayanad,2007-07-04,1
Wayanad,2007-07-14,1
Wayanad,2007-07-26,1
Wayanad,2007-11-03,1
Wayanad,2008-03-13,1
Wayanad,2008-04-23,1
Wayanad,2008-07-28,1
Wayanad,2008-08-10,1
Wayanad,2008-10-19,1
Wayanad,2009-07-05,1
Wayanad,2009-07-11,1
Wayanad,2009-07-20,1
Wayanad,2009-12-27,1
Wayanad,2010-05-03,1
Wayanad,2010-06-11,1
Wayanad,2010-10-03,1
Wayanad,2010-10-22,1
Wayanad,2010-11-20,1
Wayanad,2011-04-14,1
Wayanad,2011-04-21,1
Wayanad,2011-06-01,1
Wayanad,2011-06-17,1
Wayanad,2011-07-16,1
Wayanad,2011-08-28,1
Wayanad,2011-10-10,1
Wayanad,2011-10-14,1
Wayanad,2011-10-31,1
Wayanad,2012-04-09,1
Wayanad,2012-06-06,1
Wayanad,2012-07-28,1
Wayanad,2012-08-04,1
Wayanad,2013-03-09,1
Wayanad,2013-03-29,1
Wayanad,2013-04-26,1
Wayanad,2013-05-03,1
Wayanad,2013-06-08,1
Wayanad,2013-07-01,1
Wayanad,2013-07-11,1
Wayanad,2013-08-01,1
Wayanad,2013-08-10,1
Wayanad,2013-09-12,1
Wayanad,2014-03-07,1
Wayanad,2014-03-25,1
Wayanad,2014-04-10,1
Wayanad,2014-04-19,1
Wayanad,2014-05-03,1
Wayanad,2014-06-06,1
Wayanad,2014-07-12,1
Wayanad,2014-08-01,1
Wayanad,2014-08-22,1
Wayanad,2015-04-11,1
Wayanad,2015-04-26,1
Wayanad,2015-05-10,1
Wayanad,2015-06-19,1
Wayanad,2015-09-27,1
Wayanad,2016-06-07,1
Wayanad,2016-06-10,1
Wayanad,2016-06-16,1
Wayanad,2016-06-26,1
Wayanad,2016-07-02,1
Wayanad,2016-07-10,1
Wayanad,2017-05-09,1
Wayanad,2017-08-28,1
Wayanad,2017-09-18,1
Wayanad,2018-01-08,1
Wayanad,2018-04-22,1
Wayanad,2018-05-29,1
Wayanad,2018-12-28,1
Wayanad,2019-03-09,1
Wayanad,2019-03-12,1
Wayanad,2019-04-08,1
Wayanad,2019-04-19,1
Wayanad,2019-04-24,1
Wayanad,2019-04-28,1
Wayanad,2019-05-16,1
Wayanad,2019-05-19,1
Wayanad,2019-06-14,1
Wayanad,2019-07-18,1
Wayanad,2019-08-08,1
Wayanad,2019-08-19,1
Wayanad,2019-08-22,1
Wayanad,2019-09-08,1
Wayanad,2019-10-08,1
Wayanad,2019-10-11,1
Wayanad,2019-10-21,1
Wayanad,2020-05-08,1
Wayanad,2020-06-08,1
Wayanad,2020-08-08,1
Wayanad,2020-09-20,1
Wayanad,2020-10-08,1
Wayanad,2021-01-10,1
Wayanad,2021-04-18,1
Wayanad,2021-04-20,1
Wayanad,2021-06-16,1
Wayanad,2021-06-21,1
Wayanad,2021-07-14,1
Wayanad,2021-07-17,1
Wayanad,2021-07-21,1
Wayanad,2022-06-16,1
Wayanad,2022-07-16,1
Wayanad,2022-08-02,1
Wayanad,2023-07-23,1
